Supplemental Table S3.  Species-level OTU table generated by MetaPhlAn2 analysis. Sample numbers in red correspond to the caries group and sample numbers in black correspond to the healthy group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
species,SC01,SC05,SC07,SC09,SC10,SC11,SC15,SC16,SC18,SC20,SC21,SC22,SC25,SC26,SC27,SC31,SC32,SC34,SC36,SC37,SC38,SC39,SC40,SC17,SC19,SC23,SC24,SC28,SC29,SC30,SC33,SC35,SC41,SC42,SC43,SC44,SC45,SC46,SC47,SC48,SC49,SC50,SC51,SC53,SC54,SC55,SC56
Prevotella_nigrescens ,4846.64,5285.81,4507.69,4841.24,23916.5,61734.5,26098.3,13371.1,2038.45,71130.6,4789.71,11710,3735.27,6345.03,38665.8,0,4064.07,214.397,38103.1,8607.83,8044.59,69031.4,11798.8,5345.49,25840.8,22347.2,565.581,0,5203.28,82699.2,91289.5,3140.39,34633.2,6019.18,1844.06,7594.15,28402.1,22842.1,0,36594.7,1061.22,8313.32,2639.78,3905.93,6680.48,6772.56,36684
Prevotella_oralis ,0,0,0,0,0,0,0,0,0,668.468,0,0,0,0,0,0,0,0,0,2292.97,0,10420.7,0,0,249.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.142,0,0,0,0,0,0,0
Prevotella_oris ,4029.4,14443.9,10890.5,5947.91,14813,35018.5,11805.2,8136.7,3178.78,26934.9,5497.2,15306.2,862.423,1613.11,11362.5,0,2199.03,4298.06,10951.8,16821.5,3587.14,92238.5,26753.3,4393.48,9800.66,7295.13,652.151,1287.7,3875.8,10615.6,8361.11,1219.1,11496.3,6717.73,1937.23,2797.84,9448.64,3783.58,0,11895.4,0,9429.27,3913.67,6538.35,976.205,3919.46,8076.27
Prevotella_oulorum ,5569.23,5880.66,10782.3,21551.6,7545.63,8891.46,16886.3,4080.57,3262.53,5846.99,26095.7,44140.3,8911.07,395.603,6572.15,6759.8,2263.09,6648.73,7245.75,10071,4114.02,46822.7,8765.4,3792.01,4530.88,5034.49,2532.69,2184.45,12140.5,4121.35,2697.77,15979,160.717,3608.35,650.542,1876.06,11466.1,3727.77,31385.9,2506.14,1566.66,7897.25,4072.82,1892.03,9889.3,37180,2986.49
Prevotella_pallens ,181959,25363.5,115661,24547.4,106341,79578.3,75005.6,0,109116,120445,102109,193843,112685,10577,58829.7,148907,168414,119789,26834.7,26404.7,78727.1,95860.5,163523,165534,78959.1,36907,61396.7,78393.7,130657,61178.9,528218,221003,172389,120.307,11009.2,12786.6,130025,29681.1,130404,22069,269573,15476.5,10046.6,7416.88,157715,40394.9,91872.4
Prevotella_pleuritidis ,1012.34,4330.8,0,604.634,0,7446.1,0,0,0,0,2810.01,5547.96,0,0,0,0,0,0,1256.51,288.211,0,0,0,0,0,0,0,0,0,49275.8,0,262.018,2935.02,0,247.971,5916.92,2516.91,25448.2,0,0,0,640.526,0,0,0,0,13724.5
Prevotella_saccharolytica ,978.849,0,2793.52,241.33,1447.06,1813.76,2255.06,28.3463,0,1622.33,0,2196.74,0,0,451.666,0,0,0,0,0,0,915.282,423.223,3769.34,1416.22,5949.15,1900.49,1570.55,617.592,5723.91,2284.67,0,527.353,270.158,0,0,374.871,597.394,0,427.412,241.793,0,3349.36,321.889,0,0,1509.27
Prevotella_salivae ,63629.4,48737.4,24370,6707.06,35362.5,51366.2,50661.6,23015.4,317118,6380.02,4890.89,226454,105053,13745.4,39534.9,77380.6,25303.1,61615.1,13789.7,158824,46677.8,219894,89400.6,30567.8,11910.6,17257.4,70490,58605.2,161761,60045.5,161181,162609,117651,1194.55,2583.63,1543.41,167671,2643.83,65501.6,9204.74,65405,65042.1,5997.17,2651.29,129768,18490.3,21817.1
Prevotella_sp_C561 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53984,0,0,0,0,0,0,0,0,0,0,0,214164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131443,0,0
Prevotella_sp_oral_taxon_306 ,0,0,0,0,0,0,0,0,0,0,0,0,59372.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68255.7,0,0,0,0,0,0,0,0,0,0,0,203830,0,0
Prevotella_veroralis ,228.005,1411.08,7627.02,5310.62,2614.38,22241.7,16442.3,1384.29,12178.1,1127.84,207.34,13722.5,869.789,2458.31,5584.1,446.99,5054.65,5398.85,11440.8,6305.23,4496,13043.5,9689.4,1337.35,2830.92,0,0,0,16389.1,403.348,74.4173,805.935,8198.31,7596.09,0,0,35156.5,0,0,12859,80.7308,6906.92,0,1886.78,149.098,159.394,5339.07
Propionibacterium_acnes ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium_phage_PAS50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4605.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium_propionicum ,0,0,0,0,0,92.8574,708.057,0,0,332.122,0,0,0,0,0,0,0,0,1271.2,0,0,0,0,1200.66,0,855.339,550.194,2579.39,0,7090.33,4206.04,0,0,357.654,126.598,879.12,31.9875,694.549,0,303.325,0,0,9195.41,0,2998.67,93.7281,12019.3
Pseudomonas_stutzeri ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas_unclassified ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779.22,0,0,0,0,0,0,1442.07,0,0,0,1455.43,0,0,0,0,0
Ralstonia_pickettii ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9988,0,0,0,0,0,0,0,0,0,0,0,0,139.435,0,309.764,0,0
Ralstonia_unclassified ,0,0,0,0,0,0,0,0,0,1303.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.602,0,2965.5,0,0,0,0,0,329.606,0,0,0,0,0,0,0,0,1672.85,0,0
Riemerella_unclassified ,0,0,707.168,0,0,0,0,0,0,0,2119.58,1388.8,0,0,708.397,0,0,0,0,0,0,0,0,0,0,705.576,720.968,0,0,0,762.338,0,0,0,0,0,0,0,0,0,589.894,0,2044.07,0,2125.29,0,0
Roseolovirus_unclassified ,0,0,0,0,3201.56,0,0,0,0,0,0,0,0,0,0,295.646,0,82.4604,0,0,0,0,0,0,28.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia_aeria ,1047.28,2365.1,4692.89,1537.89,4853.92,1310.36,5059.54,1938.21,658.02,3264.72,3986.99,26.6084,685.014,5740.07,2650.93,1432.34,1604.5,0,19777.1,0,1449.44,2953.67,9778.6,3117.96,6809.82,17721.9,10807.8,27364.2,1483.79,31206.1,11841.7,1182.65,3976.4,128807,17656,9721.86,8540.65,24582.8,3086.02,75184.2,1046.3,5813.76,86686.3,2761.43,29444.9,36995.4,34612.1
Rothia_dentocariosa ,5597.77,30068.5,10575.4,5566.58,5481.62,2484.83,1205.71,5082.06,1179.47,125.14,2318.49,0,1223.77,11833.7,5425.59,531.518,5722.01,0,9916.52,693.103,6001.63,9649.56,6922.55,9587.87,4436.41,7186.1,3844.26,13838.2,2056.22,42727.8,2565.93,1708.98,534.114,56933.4,6742.55,2747.06,20799.1,2533.24,22162.4,138443,2516.64,9889.85,111690,272.334,152254,13224.4,23420.4
Rothia_mucilaginosa ,18696.7,45756.9,25327.6,8027.94,13280.3,2661.08,12355.7,9949.04,2007.94,138655,24812.4,1907.14,6038.43,26988.4,17144,4315.14,14080.7,598.772,69080.5,887.334,336443,13291.1,8213.94,14157.4,9378.07,128948,43643.9,444584,8620.16,1.02E+06,28947.2,21004.5,9532.15,138630,107754,469021,481475,392244,63351.2,911226,7580.97,12944.6,558114,14439.9,356864,105263,618483
Rothia_unclassified ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scardovia_unclassified ,660.283,0,0,1590.69,0,0,1447.8,0,0,0,42.1579,0,0,0,0,1200.09,0,338.417,1908.55,0,74.5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.636,0,0,0,0,0,0,0
Scardovia_wiggsiae ,7935.33,1454.29,2395.86,4338.23,44582.6,56768.6,9892.09,13352.7,8160.12,13061.3,958.134,10900.8,2421.86,2390.06,1053.12,4467.89,3677.88,4241.1,9004.4,2190.25,259.143,36727.1,3121.56,0,23641.5,5439.29,362.175,0,27278.7,0,116007,1428.61,1447.23,0,0,0,0,0,0,5504.92,0,7615.81,0,0,7002.46,0,0
Selenomonas_artemidis ,0,326.094,1444.4,188.143,72.3633,69.1074,36.4487,0,0,2265.19,0,0,0,0,0,0,0,0,0,0,258.911,816.802,0,1090.07,0,287.619,808.214,0,0,900.372,4356.63,0,0,0,0,1136.86,200.342,1650.07,318.773,972.548,0,0,0,0,1735.83,0,0
Selenomonas_flueggei ,2316.89,3947.2,1524.39,1894.6,0,690.359,1803.18,0,676.327,65.474,3088.83,9137.42,2237.71,0,722.857,0,500.445,423.077,1111.44,976.721,1027.52,2040.56,199.59,354.428,376.365,347.357,3355.1,585.653,2518.08,1064.11,2894.07,2475.15,32.2593,0,0,0,626.281,0,19390.8,0,0,751.829,0,0,2407.42,4005.89,1215.82
Selenomonas_infelix ,0,0,2353.58,0,528.252,0,296.353,0,0,1511.71,0,143.149,0,0,185.523,0,0,0,49.7462,0,0,586.533,0,185.914,0,2404.35,189.541,0,652.742,500.121,1430.34,0,120.345,0,0,0,0,117.308,0,0,0,0,0,0,286.628,749.544,610.403
Selenomonas_noxia ,3498.84,9817.39,11629.8,21873.9,6242.47,4489.66,16961.9,20460.9,0,11556.2,667.244,22425.7,0,422.196,4912.81,3041.99,726.954,0,4120.59,4793.51,3972.37,5827.68,3613.81,20522.5,4375.01,13265.4,4984.55,289.295,6005.86,4163.16,32106.1,0,2524.53,2571.04,29.3819,1623.15,8315.05,2719.54,3477.7,5700.07,0,3509.51,3753.8,1526.71,14781.9,11800.5,4694.48
Selenomonas_sputigena ,0,94.903,1649.46,834.629,0,495.359,646.136,0,0,0,0,324.252,0,0,0,0,0,0,1499.06,174.799,165.564,94.8591,0,47.8523,0,630.173,5099.19,0,1882.62,2916.34,140.045,0,255.177,0,0,0,0,0,1008.49,0,596.555,0,0,0,258.993,1457.84,0
Shuttleworthia_satelles ,29.265,0,0,0,1678.42,2231.26,1394.37,0,559.117,2680.74,0,30.5275,0,0,1491,0,0,0,4763.45,1605.26,0,5291.11,0,0,231.453,0,0,0,1406.42,0,0,0,508.036,498.556,0,0,2512.42,0,0,0,0,1124.17,0,0,0,0,62.6785
Simonsiella_muelleri ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.428,0,0,0,0,0,0,162.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8457,0,0,0
Slackia_unclassified ,87.9406,0,477.39,0,156.305,0,0,0,0,1694.93,286.482,0,0,0,0,0,0,0,442.541,0,1186.11,325.128,0,0,876.553,0,0,0,44.1838,0,815.075,0,0,0,0,0,0,0,0,0,45.5609,0,0,0,0,0,0
Solobacterium_moorei ,50460.8,21199.1,49500.2,21112.6,63384.3,41932.3,80938.9,11461,48605.1,32523.4,35578.4,62035.6,60840.8,8541.36,49857.1,162695,47486.7,24055.8,26520.6,31682,15539.3,84806.2,88093.7,65524.9,23065.9,19731.5,10960.4,65345.3,94302.8,41232.9,524242,59889.3,81650.5,8507.98,3579.66,11071.5,34022.3,10891.9,15964.8,36230.9,80953,40684.9,101352,7275.29,47310.9,39231.1,81400.8
Staphylococcus_hominis ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomatobaculum_longum ,1501.25,347.202,769.835,355.456,0,69.6431,165.469,0,23.5684,1002.97,2686.41,0,607.568,0,0,496.298,771.301,0,4894.66,275.492,2193.89,1290.37,2084.83,70.0613,697.396,379.524,236.715,4048.59,2175.61,3951.42,6717.48,721.824,0,0,95.4418,2825.27,5138.76,483.703,1312.94,3460.66,1246.8,1844.72,138.705,340.59,6169.56,3096.11,4420.26
Streptococcus_agalactiae ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_anginosus ,0,698.892,0,98.8185,0,0,0,0,350.158,0,122.833,0,0,0,0,0,0,0,0,0,0,2589.44,0,0,142.887,128.249,0,0,0,1937.39,0,0,0,0,0,0,2161.12,0,0,0,0,0,0,0,0,0,0
Streptococcus_australis ,4964.57,0,7120.34,0,2822.38,3628.94,3045.95,1582.97,0,13811.8,12648.7,2576.89,526.335,0,13630.9,1439.79,161.99,127.759,2868.59,0,1616.16,0,0,6765.95,4703.29,8065.04,4807.35,1802.1,5470.94,2094.93,6416.88,2537.35,1691.39,10787.1,10179.3,28912.2,18932.6,33627.5,6564.71,142226,10381.8,0,140037,18123.7,8364.9,15123.6,75140.8
Streptococcus_constellatus ,16429.8,503.601,1805.62,0,192.486,1596.79,0,0,0,3571.76,0,8536.77,0,0,0,0,0,602.95,3595.92,0,0,232.441,4002.39,197.133,4473.53,0,0,0,3602.85,5948.81,0,46.6433,277.778,6791.44,2349.86,0,63628.1,5203.43,0,0,137.216,322.515,50755.1,606.202,0,0,1727.93
Streptococcus_cristatus ,2004.58,0,11051.3,793.551,134.596,1662.33,3706.79,62.9341,0,1499.04,1289.26,1050.1,0,554.601,1986.46,0,447.783,0,1547.98,0,1886.22,4696.61,156.673,3939.46,1696.93,6281.05,696.789,0,3967.12,8113.8,0,0,0,36373,1086.14,2207.96,3055.08,2948.73,1797.6,4197.76,304.139,0,3253,425.048,386.24,4386.14,4626.1
Streptococcus_gordonii ,2266.07,190.969,9660.13,0,3025.2,1894.65,8163.68,545.602,0,2971.67,0,0,3785.57,4522.07,0,0,505.372,458.04,4073.68,1884.46,583.769,5215.08,4344.95,3884.05,3504.36,1706.71,32.802,1596.04,2355.68,5291.91,1551.04,0,345.387,1160.46,0,0,939.982,0,1288.59,3621.34,0,2558.66,2017.79,0,223.004,4764.7,1482.92
Streptococcus_infantis ,10537.6,0,21500.9,1727.19,3127.96,9483.96,5780.64,2075.52,3272,16384.9,1343.49,6331.36,1186.94,2814.91,15195.3,4578.58,4691.25,5621.82,4308.89,962.5,19361,6939.2,2875.95,5781.43,7583.3,13211.5,15767.1,13773.1,6765.82,8570.18,6909.68,12930.4,5291.3,39012.9,5253.74,10861,7964.88,32284.1,2153.07,41790.9,17611.7,2997.25,125432,102523,8298.71,38091.5,76822.5
Streptococcus_intermedius ,6273.63,10834.6,4204.8,1937.81,13355.6,20099,656.698,3533.67,8094.04,30478.9,13669.7,11150,11420.9,1109.44,4228.29,19454.6,4773.17,31717.6,3768.36,2099.45,10333,142559,77587.6,65837.9,13535.6,8402.37,8590.91,782.509,15221,2696.08,21666,3270.64,3806.99,23377.3,199.856,6308.48,28131.6,14464.1,11812,25139.9,10660.1,20666.2,36600.6,1175.95,29180.8,12823.1,5381.8
Streptococcus_mitis_oralis_pneumoniae ,7933,22343.4,8653.13,9137.13,5452.89,8514.67,4358.93,2884.56,3666.35,7609.24,10239.6,3839.04,4443.65,12012.2,22679.5,18744.4,13663.2,11773.6,32105.3,2627.64,17862.5,26096.4,45750.8,5689.16,10547,8435.79,18751.1,12645.4,4540.33,28314.9,7450.52,14140.3,7435.87,6338.77,34285.7,3221.66,6339.13,22229.7,20741.9,41348.2,5287.2,11997.2,30109.2,485.634,15873.1,30938.1,11777.9
Streptococcus_mutans ,66.9747,15042.2,0,0,0,2036.26,1387.12,0,0,0,0,0,0,295.997,0,0,407.747,0,0,0,0,4329.48,0,0,0,0,0,0,408.848,0,336.929,0,0,0,0,0,0,0,0,0,0,5158.13,0,0,993.557,0,0
Streptococcus_oligofermentans ,1697.37,0,8354.83,335.111,114.748,0,485.223,0,0,1037.02,0,52.8043,0,456.204,501.73,0,0,0,331.864,0,261.233,0,0,760.371,1697.94,2904.39,110.073,0,655.884,438.186,0,0,0,6084.8,161.403,358.047,70.7091,1108.75,0,311.279,0,0,1441.07,0,0,1827.7,826.216
Streptococcus_parasanguinis ,5101.87,79042.2,57275.3,7602.05,8124.95,12143.8,39589.1,54597.4,81371.8,5830.35,2142,7975.52,13926.3,18678.3,14274.8,2722.8,17478,17464,35127.3,13133.2,100044,99269.7,59755.1,7814.58,7970.97,20101,10509.3,170944,13815.2,266034,52180,25507.3,7533.81,43706.6,9132.83,48414.3,254401,8504.34,25615.4,54748,5378.45,72563.8,3719.48,15867.9,133022,58799.5,79832.5
Streptococcus_peroris ,472.463,900.664,484.522,0,0,0,212.686,419.214,0,0,0,0,0,0,0,753.101,0,169.539,680.254,0,1014.75,3158.59,0,0,234.827,264.643,0,1319.64,0,0,0,0,0,905.639,0,647.278,476.445,0,0,2616.97,408.183,0,913.263,115.828,2658.05,508.208,243.591
Streptococcus_phage_Cp_1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17597.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_phage_Dp_1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40551.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_phage_EJ_1 ,0,0,38220.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12253.9,0,0,0,0,14962.2,0,0,0,0,0,0,0,0,0,93394.9,0,0,62601.2,0,0,0,0
Streptococcus_pseudopneumoniae ,0,189.307,0,406.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.22,564.168,806.185,0,0,293.802,0,0,0,0,0,0,0,0,0,0,0,0,1360.04,0,0,0,0
Streptococcus_pyogenes ,0,1313.52,0,0,0,0,0,0,0,0,0,0,490.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_salivarius ,6790.5,136575,3096.92,864.468,7340.53,17952.7,18640.2,20629.1,42975.6,6585.15,92.5557,2384.03,6334.33,5634.17,14437.4,1617.9,2810.65,5022.83,9890.15,7831.35,29544.4,23151.4,2654.13,5859.28,2276.24,13928.5,2370.87,36097.7,4180.77,50092.2,15605.4,3565.79,2846.93,65542.5,2879.03,13828.2,79112.3,4017.43,12647.9,30889.8,3324.88,24758.7,39030.1,15295,40895.2,14558.7,25584.2
Streptococcus_sanguinis ,35606.4,9348.19,11150.4,23080.8,30096.3,78530.8,26957.3,13728.7,14764.9,23900.9,72342.3,4862.74,5698.56,60566.2,64127.1,29031,14346.1,33354.7,85271.2,7446.77,19105.1,111075,46444.9,13362,83371.2,58853.6,32014.2,53626.4,43806.8,116563,49680.3,8238.53,16762.5,91694.9,39467.5,35871.2,99693.7,152250,66081.4,291155,7185.71,27550.8,352566,10348.6,95987.5,170698,123038
Streptococcus_sobrinus ,0,0,0,0,0,76.4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865.32,0,0,0,0,0,0,1738.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_M334 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67576.8,0,0,0,0,0,0,0,0,0,0,21129.2,0,0,0,0,0,0,0,0
Streptococcus_sp_SK140 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20083.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36513.7,0,0,0,0
Streptococcus_thermophilus ,0,0,0,0,0,0,0,0,0,0,2513.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_tigurinus ,2674.04,1143.99,3494.57,0,1357.12,856.431,0,0,0,0,0,0,310.834,591.752,909.744,469.732,197.714,0,0,0,0,2349.03,0,517.217,633.797,180.885,0,546.958,2284.01,190.061,151.764,314.014,0,22958.7,310.876,0,0,484.479,546.373,0,1643.26,0,2474.06,137.546,2809.72,1699.45,3845.47
Streptococcus_vestibularis ,0,3421.66,0,0,0,594.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.457,0,0,0,0,0,0,0,0,0,0,0,830.501,0,0,1671.2,0,0,0,0,0,0,689.023,0,0,0
Tannerella_forsythia ,0,0,0,378.029,0,0,0,0,0,897.099,0,0,0,395.925,0,0,103.631,0,0,430.948,0,1351.92,0,0,0,0,0,0,0,0,0,0,0,498.414,0,0,1070.18,0,0,0,0,0,0,0,0,0,0
Thiomonas_unclassified ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.36,0,0,0,0,0,0,3004.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torque_teno_virus ,0,0,0,0,0,0,0,0,0,0,813.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torque_teno_virus_12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema_denticola ,0,0,0,0,789.174,519.109,0,0,0,1636.32,885.124,0,0,209.527,124.955,0,0,0,0,474.052,0,3460.55,0,0,641.22,9359.43,0,0,0,0,0,0,722.068,682.212,0,0,4790.82,1128.12,0,0,0,0,0,0,0,0,3403.16
Treponema_lecithinolyticum ,650.528,0,0,301.106,0,1106.25,0,0,0,0,0,0,0,155.372,0,0,0,0,715.144,261.183,0,1809.56,0,0,780.733,0,0,0,0,0,0,0,0,0,0,0,150.397,0,0,0,0,0,0,0,0,0,0
Treponema_maltophilum ,0,0,0,0,0,25.8929,0,0,0,0,0,0,0,0,0,0,0,0,103.499,555.312,0,227.372,0,0,0,252.737,0,0,0,481.54,25.7824,0,0,0,0,0,0,0,0,0,0,0,0,746.161,0,0,0
Treponema_medium ,0,0,104.7,0,423.635,964.11,0,0,0,941.189,155.218,0,0,0,0,0,0,0,0,390.847,391.037,834.181,0,0,54.8268,721.659,338.503,0,0,2677.89,0,0,107.209,157.663,0,0,840.653,27.1308,918.796,0,0,0,0,1153.37,0,0,2281.35
Treponema_socranskii ,183.744,204.764,40.759,117.226,41.5572,806.967,260.111,0,0,634.675,587.527,0,0,0,80.6206,0,0,0,560.897,889.631,184.14,1538.74,0,0,0,1250.95,0,0,0,4143.42,651.591,0,441.586,1111.74,0,0,0,1227.6,2303.16,199.919,0,0,0,1786.89,0,0,691.6
Treponema_vincentii ,0,0,417.78,0,0,120.536,0,0,0,58.8738,0,0,0,0,0,0,0,0,0,0,0,30.4128,0,0,0,323.755,0,0,0,589.539,0,0,0,0,0,0,91.4729,0,0,0,0,0,0,0,0,0,0
Veillonella_atypica ,6097.46,112315,18922.4,38766,11437.1,24444.9,148474,44074.6,101604,24383,48740.1,30538.2,78799.1,12113.9,10370.7,29147.7,13259,17661.7,9130.43,9454.27,58856.7,180105,26987.5,17505.9,22381,38120.1,36466.2,29593.1,51267.2,84513.4,46094.8,89551.9,16104.4,990.863,772.211,10531.2,166124,5789.45,43782.4,17597.1,10505.9,74157.6,3969.88,868.453,148607,49413,30088.5
Veillonella_dispar ,5372.24,76493.1,5773.51,95599.3,12887.9,9009.14,49170.7,27349.3,10578.4,6160.36,24173.5,77235,27089.5,12729.1,4350.24,69540.7,10526.4,7342.93,9036.62,13430.6,20877.8,41565.7,15687.4,7833.13,8745.46,9414.36,38867.2,30991.1,3482.86,24636.4,32852,23353.5,9504.91,2971.88,1775.83,21560.8,50514.4,9677.69,10629.1,11494,5240.17,10150.9,5840.21,829.844,154241,89683.2,30351.3
Veillonella_parvula ,17398.4,15633.7,57123.5,4985.98,110625,24208.8,152285,30310.6,20770,71064.6,83450.9,29592.5,13903.4,13703.5,11235.7,34453.7,61140.6,42753,24174.7,29498.2,18103.8,232068,89671.8,45622,63258.6,17326.5,22020,270493,30991.3,29392.2,84335.9,4292.97,34214.6,30689,14310.3,31978.7,134926,13800,8689.31,229963,12172.9,103044,43711.1,3306.19,593614,180896,81290.4
Veillonella_sp_6_1_27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14537.3,0,0,0,0,42582.2,0,0
Veillonella_sp_HPA0037 ,0,39837.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_sp_oral_taxon_158 ,0,0,40324.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_sp_oral_taxon_780 ,0,0,0,0,0,12052.2,0,0,0,0,0,0,0,0,0,0,0,11038.3,0,0,0,33837.2,0,0,0,12342.4,0,27685.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105644,0,40261.6,0,0
Veillonella_unclassified ,56289.4,209972,88949.6,39231,163670,159375,307155,309092,132542,351859,538019,90954.2,235340,180195,90150.4,138757,66529.1,74561.6,262193,50772,330145,547547,242751,130607,143050,188872,216040,253928,101951,452478,484730,199376,95610.6,143047,77589.3,409199,1.00E+06,268548,241040,457947,64536.3,327158,880718,47679.6,789929,325259,1.15E+06
